QE_I02
D

D
D
A
A
A
A
A

D
A
D
D
F
A
D
D
D
D
D
D
D
D
D
D
D
D
A
D

D
B
D

A
A
D
F
D
A
A

C
D
D

A

A
D

A
A
A
A
A
A
B
D
A
A
D
A

D
C
D
A
A
A
C
A
D
D
D
A
D
A
A
D
D
C
D
D
A

D
A
A
D
B
A
A
D
A
D
D
A





D
D


A
D

A
D
D
A
A
B
D
A
D
B
D
A
A
D
B
A
B
A
A
D
D
D
D

D
A
B
A
D
D
A
D
D
A
A
D
A
A
B
A
D
A
D
A
B
B
D
A
D
A
B
A

A
D
A
D
A
D
C
F
A
D
A
A
A
C

A
D
A
A

D
A
D
D
D
F
B
A

D
D

D
D
B
A
A
A
D
A
D
A
D
A
D
B
D

A
A
B
D
D
D
D
A
B
D
D
D
D
D
D
D
D
D
A
B
A
D
D
A
D
D
D
B
D
D
D
D
D
D
A
D
D
D
A
B
D
D
A
B
D
D
D
D
D
B
D
D
D
D
D
D
D
D
D
D
D
D
B
A
A
A

A
D


D
A
D
A
D
A
B
C
A
D
D
D
A
A

A
D
A
A
D
D
D
A
D
A
D
D
D
D
D
D
D
B
D
D
F
D
D
D
D
A
D
A
D
A
D
D
D
C
A
A
D
B
B
A
D
D
C
A
D
B
B
D
D
A
A
D
A
D
A
A
A
D
D
A
C
D
E

E
D
A
D
D
D
D
A
D
A
D
D
A
D
D
D
B
A
B
D
D
D
D
D
D
A
D
A
A
A
D
D
B
D
D
D
D
B
D
D
D
D
D
D
F
D
D
A
D
D
D
D
C
B
D
D
D
A
D
A
D
D
D
D
A


D
D
A
D
D
A
D
D
D
D
A
D
A
D
A
D
A
D
D
A
B
D
A
D
C
A
D
D
A
D
B
A
D
D
D
A
A
D
D
A
D
D
A
D
A
D
A
D
D
A
C
A
D
A
D
A
A
D
A
D
A
D
A
D
A
A
B
A
D
A
A
A
A
A
A
A
A
D
A
D
A
A
D
A
A
A
A
A
D
D
A
D
A
A
A
A
A
A
A
D
A

D
A
A
A
A
A
A
B
D
A
A
A
D
D
A
A
A
C
C
D
D
A
A
A
A
D
A
A
D
D
C
A
A
D
A
A
D
D
A
A
A
D
A
A
A
A
A
A
D
A
D
A
A
A
A
A
A
D
D
D
D
F
A
A
A
D
A
D
D
D
D
A
D
A
D
D
B
C
D
B
A
A
D
B
A
A
A
D
A
A
A
A
A
A
D
A
A
A
B
A
A
A
A
A
A
A
F
A
C
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
D
D
A

A
A
A
A
A
A
A
A
A
A
A
A
A
A
A

F
A
A
A
A
B

B
A
A
D
A
A
A
A
D
A
A
A
A
A
A

A
A
A
E
A
A
C
A
A
C
A
A
D
D
A
A
A
A
A
A
D
A
A
A
A
F
B
A
D
A
B
D
A
A
D
A
A
A
A
A
A
A
A
A
D
D
A
D
A
A
A
A
A
D
A
A
A
D
A
A
A
A
A
A
A
D
D
D
D
A
A
A
A
A
A
A
A
D
A
A
A
A
D
B
A
D
A
D
A
D
D
A
A
A
D
A
D
A
D

A
D
A
A
B
C
A
A
A
A
A
A
D
A
D
D
A
D
A
A
A
D
D
A
D
A
A
A
D
D
D
A
A
A
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
A
D
A
A
A
A
A
A
A
A
E
C
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
D
D
A
A
A
C
A
A
A
A
D
D
A
A


A
A

A
A
D
A
A

A
A
A
A
D
A
A
A
D
A
A
A

A
B
A

A

A
A
A
A
D
A
A
A
D
A
D
B
D
A
A
A
A
A
A
A
D
A
C
A
A
D
A
A
B
D
D
A
A

A
D
A
A
A
D
A
A
D
C
A
A
C
A
D
A
B
D
A
D
A
D
A
A
D
A
A
D
A
D
A
A
D
A
A
A
D
A
B
A
A
A
D
A
A
D
A
A
D
A
D
A
A
A
A
A
A
A
A
A
A
A
D
A
B
A
A
A
B
A
A
A
D
A
B
A
D
D
A
D
A
A
A
A
D
A
A
F
A
A
B
D
D
A
D
D
A
A
D
A
D
A
A
D
D
D
D
A
A
C
B
C
D
A
A
D
D
A
A
A
D
A
B
A
A
A
A
A
D
A
B
D
A
A
D
A
D
A
A

A
A
A
A
F
A
A
A
A
D
A
A
D
A
A
A
A
A
D
A
A
A
A
A
A
A
A
C
D
A
A
A
D
A
A
D
D
D
A
B
A
A
A
A
A
B
A
A
A
D
A
A
A
A
D
A
B
F
A
A
A
B
A
A
D
A
A
A
A
D
A
D
A
A
A
A
B
A
F
A
A
F
A
B
A
A
A
F
A
A
A
A
A
A
A
B
D
D
D
A
D
A
A
D
F
A
A
A
C
A
D
B
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
D
A
A
A
A
D

A
D
A
A
D
D
A
A

A
D
A
A
A
A
A
F
A
A
A
C
A
A
A
A
D
A
A
A
A
A
A
A
A
D
A

A
A
D
A
D
A
D
A
C
A
A
A
D
D
D
A
A
A
A
A
A
D
A
A
D
A
A
A
A
A
A
A
F
A
D
D
D
B
B
D
A
A
A
A
D
A
A
C
C
A
A
D
A
A
A
A
A
F
A
A
A
D
D
D
A
D
B
A
A
D
A
A
D
A
A
A
D
A
D
A
A
D
A
C
A
A
D
D
D
C
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A


A
A
A

D
A
A
A
A
D
A
A
A
D
A
A
D
A
A
A
A
A
A
C
A
A
A
A
D
A
A
F
A
A
A
A
A
C
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
D
A
A
A
A
A
A
A
D
A
A
D
D
A
D
A
A
A
A
A
A
D
A
A
D

C
A
A
D
F
D
D
D
A
D
A
A
A
A
C
A
F
A
A
A
A
A
A
A
A
A
D
D
A
D
B
A
A
A
A
A
D
A
A
A
A
A
A
B
A
A
B
A
A
B
A
A
D
D
A
A
A
A
D
A
A
D
A
A
C
A
F
F
A
A
B
A
A
A
A
D
D
D
D
D
A
A
D
A
A
A
D
A
A
A
A
D
D
D
A
A
A
A
A
A
A
D
D
A
D
A
A
A
A
D
D
A
A
A
B
A
A
A
D
A
F
B
A
A
D

A
A
F
A
A
A
F
A
A
B
B
A
D

B
A
A
A
D
A
A
A
A
A
D
F
A
D
B
D
D
D
D
D
A
D

A
A
D
D
A
B
A
A
F
A
D
A
A
A
A
D
D
A
A
A
D
A
E
F
A
D
A
D
A
F
D
D
A
A
A
A
D
A
F
A
A
A
C
A
A
F
A
A
A
F
A
A
A
D
A
A
A
C
A
D
A
D
A
B
A
A
F
B
A
A
D
A
A
A
A
F
A
A
A
A
A
A
A
A
A
A
A
A
D
D
B
D
A
A
D
A
F
A
F
D
A
A
D
D
D
A
D
F
A
A
D
A
A
F
F
D
A
A
B
D
A
D
A
A
D
A
A
A
D
A
A
F
A
A
A
A
D
A
B
A
A
A
A
A
A
A

D
A
A
A
A
B
A
D
D
A
D
A
A
A
A
A
A
D
A
A
A
D
D
A
B
A
F
A
D
A
A
D
D
A
A
A
A
A
F
D
A
F
A
A
D
D
A
D
A
A
B
A
A
A
A
D
A
A
A
D
A
A
F
A
A
B
A
F
D
A
A
D
A
A
D
A
A
A
A
F
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
D
A
D
A
D
A
A
D
A
A
A
A
A
D
D
A
D
A
A
A
A
A
D
A
F
A
C
A
D
B
D
F
A
A
A
A
F
A
A
B
D
A
D
A
D
A
A
A
D
A
A
A
D
A
D
A
A
A
D
A
A
F
A
A
A
D
A
A
A
A
D
D
D
A
A
A
A
D
D
F
D
A

A
A
A
C
D
F
F
A
A
A
D
A
A
A
A
D
D
B
A
A
A
B
A
A
A
A
D
A
B
D
A
A
D
B
A
A
F
B
F
F
A
B
D
A
D
A
D
A
A
A
D

D
D
A
D
A
F
A
A

A
A
D
A
B
D
A
D
D
A
A
D

D
D
A
A
A
B
D
A
B
A
D
D
D
D
A
D

D
A
A
B
D

D
B
D
D
A
A
F
B
D
A
A
D
D
D
A
C
A
A
A
A
A
A
D
C
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
D
A
D
D
A
A
A
A
A
A
B
A
D
A
D
A
D
D
A
A
A
A
A
A
B
A
A
A
A
D
B
D
D
D
A
D
A
D
A
A
A
A
B
A
D
A
A
D
A
A
D
A
A
A
D
D
A
A
D
A
A
A
A
A
A
A
A
A
D
A
A
A
B
D
A
D
A
D
A
A
D
D
D
A
B
A
A
A
D
A
A
A
A
A

A
A
A
C
A
A
A
A
A
D
A
D
D
A
A
F
C

D
D

A

A
A
D

A
A
A
A
A
D
A
A

A

A
A
A

A
A
A
A
D
A
A
D
D
A
A
A
A
A
A
D
A
A
A
D
A
D
D
D
D
A
A
A
A
D
A
A
A
A
D
D
A
A
A
A
D
A
D
D
F
D
D
B
A
D
D
A
D
B
A
A
A
B
D
A
B
A
D
B
D
A
B

D
D
D
B
B
A
B
B
D
D
A
B
D
D
A
D
A
D
A
A
D
D
A
A
F
D
A
A
D
B
A
F
B
F
F
D
A
A

A
D
A
A
A
A
A
D
D
D
A
D
B
A
A
D
A

A
D

D
A



B
B
D
A
B

D
D
B

D
B
D
B
D
C
D
B
D
D
A
D
B
A
D
D
A
F
B



D
A
F
D



D

A
A
D
A
F
A
B
A
D
A
D
D
D
D
D
F


F
D










B
D

A
F




D


D
A


B

A




B
D
A
D

D
B

B
D
A
D
D

D
B
D


D
B
D

F
B

D
B


A
A
A
A

D
A
D
A
B
C
A
D
D
A
A
D
D
A







B
D

D
A
C
A
A
D


D

A
A

A
A
C
A
A
A
A
A

A
A
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A

A
A
A
A

A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
C
A
D
A
A
D
A
A
A
D
B
D
D
A
A
D
D
A
A
A
A
A
A
A
B
B
A
F
A
D
B
A
D
A
B
D
A
A
B
D
A
D
B
A
D
A
A
A
A
A
A
A
A
D
D
B
A
A
A
A
C
A
A
B
D
B
A
A
B
A
A
B
A
A
A
F
B
F
A
A
A
A
A
A
B
D
A
A
A
A
A
A
B
D
A
A
D
A
A
D
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
D
D
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
A
A
A
F
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
A
D
A
C
A
A
C
B
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
B
A
A
A
A
A
A
A
A
D
A
B
A
A
A
A
A
A
D
F
A
A
A
A
A
A
A
D
A
A
A
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
C
A
A
C
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
A
A
A
A
B
A
A
A
A
A
D

A
A
D
A
D
E
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
D
A
A
A
B


A
A


A
A
A
D
D
D
D
A
A
A
D
A
D
D
A
D
D
D
A
A
D
D
D
D
B
D
D

D
D
A
A
D
A
D
D
D
D
D
B
C
D
D
D
A
A
D
A
A
D
D
D
D
C
A
A
A
D
C
D
A
D
D
D
D
D
A
A
D
D
D
B
D


A


D

D
D
A
A

D
A

D
B
D
D
D
B
D
A
D
A
A
A
A
A
A
A
A
B
A
A
A
A
A
A
A
A
A
A
D
A
A
A


D
C
A




F
A
A
A
A
A
B
D
A
A
D
D
B
A


D
A



D
A
A

A
D
D
A
D
A
D
D
D

D
A
A
A
D
A
D
D



B
B
A
A
D
A
A
B

D
B
D

F
D
D


F
D
D
A
D
C
D
A


C

D
A
D
A
B
A
D
A
A
D
A
D

D
D
D
D


A
A
D
F
A
A
D
D
D
D
B


B
A
A
D



D
D
D
D
A
B
B





A
A
B
A
A
D
D
A
D
C
D
B

A
D


D
A
A
B
A




B
A
D
D
B
F
D

D
D
B
D
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
B
A
A
A
A
A
A

A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
A
D

A

D
D
B

A



D


A




A
B

F
B
B

D


D

D
A
A
D



A
C

D




A
C

D
D
D
D
D
D

B


A
C
D
A
D
A
A

A
D
D
D
D

D
A
A




A
A
A
A
A
D
A
A
A
A
C
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A

A
A
A
A
A
A
D
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A

A
A
A
A
A

A
A
A
A
A
A
A

A

B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A

A
A
A
A
A
A
A
D

B

A
A
A
A
D
A
D
D
B
D
A
D
D
A
A
A
D
B
A
D
B
A
A
A
D
B
D
C
F
D
A
F
D
B
D
A
A
A
D

A
A
A
A
C
D
D
D

A
A
D
A
A
A
B
A
A
D
A
A
A
A
A
A
D
D
D

D
D
A
A
A
A
A
B
D
D
D
A
A
A

A
B
A
D
F
D
A
B
A
D
D
A
B
A
A
A

D
D
D
A
A

A
A
A
D


A
A
A
F
A



B
B
A

A
D
A
B
A
A
A

A
D
A
A
A
D
B
A
A
B
A
A
A
A
A

A
B
A
A

A
A
C
A
A
D
A
A
A
A

A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
B
A
A
A
A
A
D
A
A
A
A
D
A
A



C



A


A



















D


A




E




A

A

D
A

D



A
A


A
A
A
A
A
A
D
A
A
A
A
A
A
A

A
A
D
A
A
A
A
A




















A
A
A
A
A
A
A
A
A
A
A

A
B

D
A
A
A
A
A
A
A
A

A
A
A
A
A
A
A






A
A
D
A


A








A
A
D
A
B
A

A


A
A
A
A
A
A

A
A

A
A
A
D
F

A
A
A
D

A
F

B
A
A
A
A
A
A
A
A
D

A

A
A
A
A
A
F
A
A


A
A
A
A
A

A
A
A
A
A
A

A

A
A
A
A
A
A

A

A
A
A
B
A
A
A
A
A
A


D
A
A

A
A
A
A

B
A
A

A
A
A
A
D
A
A
D
D
A
A
A


A

A
A
A
A
A
A
A
A


A
A

A
A
A
A
D
A
A
A
A
A
A
A

B
A
A
A
A
A

D
A
A
A
D
A
A



D
D



A
A
A

C

A
B
A
D
A
A
C
B

D
A
D
A
D
A
A
D
D
D
A
A
A








D

A

A
D

A
D
A
A
A
A
A
A
A
A
A

A
A
F
A
A
A
A
A
A

A
A
A
A
D
D
A
A

A
A
A
A
A
E
B

F
B
A
A
A

A
A

B
A
D
D
C
A
B
A
B
A
A
A
D
D
A
A
A
D
A
A
B
A

D
C
A
A

A
A


A

A
A
A
B
B
A
B
B
D
B
D
A
D
B

A
D
D


D
D
D
A
D
D
A
D
D
A
D
D
A
B
D
A
D
B

A
D
A
D
D
A
A
D
A
A

B
D
A
A
D
D
A
D
A
D
A
B
A
A
F
B
D
D
A
D

D



D
D
B
C
A
D
C
B
F
D
D
A
D
A

A
A
A
D
A
D
D
D

D
D
D
D
A
F
D
D
D
D
D
A
D
A
A
D
A
D
D
B
A
A
A

B

C
A
D
D
A
F

A
A
D
A
A
A
D
C
A
D
A
D
F

A
D








A
B
D
A
A
A
A
A
A
A
A
A
A
A

A
D
A

A
D
D

A
A
B
A
A

A
A
D
D
A
A
D
A
C
A
A
C
A

D
A
A
A
A
A
A
A
A
D
A
A
A
D
A
C
A
A
A
A
A

A
C
A
A
A
A
A
D
A
A
A
A
A
C
C
F
D
D

A
A
A
A
C
A
D
A
A
A
A
B
D
A



A

D
A
A









D

D
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
D
A
A
A
A
A
A
A
A
A
A
E
A
A
A
D
A
A
B
A
D
A
A
A
A
A
A
D
A
D
A
D
A
A
A
A

D
D
A
C
A
A
D

D
A
A
A
A
D
D
A
D
D
A
D

A
A
F
A
D
C
C
D
A
D
B
D
B
A
D
D
A
D
D
D
D
D
D
D
D
A
A
D
D
B
A
A
A
A
A







A


A
F
B
D
D
F

D


D


A


A


D
A
F
A
D
B
F
B

D
D
B
D
D
A
A
D
A
D
D

B

A

A
A
D
D
A
A
B
A
B
D
A
A
A
F
D
A
D
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
B
D

A

B
D
A
B



A


D
D
A

D
D
D
A
C
D
A
A
D
A
A
D
A
D
F
A
A
D
D
A
A
D
D
D
A
B
A
D
D
A


D

A

B
D
A
F
C
D
A

D
D
D
D
D
A

A
A
D
C
D
A
D
A
D
A
D
A
A
A
A
D
A
A
C
D
D
D
A
D
A
A
B
D
B
D
D
D
D
D
D
B
D
D
A
A
D
A
D
B

D





D
A


D
A
D
A
A
A
A
A
A
A
A
D
A
A
F



A


D










D

D
D
A
A
D
D
F
D
D
D

D
D



















D


A
E
D

D



A

D
A
A
A
A
A
A
A
A
D
A
A
D
A
F
A
A
A
A
A
A
A
A

A
A
A
A
A
A
A
A
D

A
A
A
A
A
A
A
F
D
C
A
A
A
A
A
D
A
A

F
A
A
A
B
D
D
A
A
A
F
D
A
D
D
D
A
A
A
D
D
A
C
A
D
B
A
D
D
A
A
A
B
A
A
A
D
D
B
A
B
D
D
D
A
B
D
D
A
D
D
B
A
D
C
D
B
A
D
B
D
D
D
F
A
B
F
A
C
A
B
D
A
A
B
D
A
B
D
B
B
D
A
D
D
A
C
A
D
A
B
D
B
A
A
D
D
B
B
A
A
D
A
D
D
A
B
A
A
B
D
A
D
D
A
D
D
B
B
D
A
A
B
B
D
D
A
D
A
D
F
A
A
D
D
A
D
A
D
A
D
D
D
D
A
D
A
A
D
D
A
A
A
B
A
A
A
D
D
D
A
D
D
A
A
A
A
A
A
A
D
D
A
D
D
D
D
A
D
A
A
A
D
A
B
A
D
D
D
A
A
A
B
C
A
A
D
A
D
A
A
D
B
D
D
B
A
A
A
B
D
B
D
B
D
B
B
D
D
A
A
B
A
D
A
A
B
A

D
A
C

A
A
B






B
D
A
A
A
D
A
A
A
A


B
B
D
D
D
D

A
A
A
A
A
A
A
A
D
A
A
A
C
D
A
A
A
A
A
A
A
A
C
C
A
A
B
A
A
A
A
A
C
A
A
A
A
B
A
C
B
D
C
D
B
D
B
A
B
D
D
B
D
B
A
B
D
B
D
B
D
D
C
B
D
D
D
D
D
D
D
D
B
D
B
D
F
B
B













A

A
D
B
A
A
D
A
A
A
A
A
F
F
D
F
D
A
D
A
D
A
B
A
F
A
D
D
A
A
A
F
A
A
A
B
A
A
A
A
D
A
A
A
A
D
A
A
A
A

A
D
A
F
A
A
F

B
F
A
A
A
A
A
A
A
D
B
D
A
A
D
A
A
A
A
A
A
A
D
A
A
A
A
D
D
A
F
A
D
A
D
A
D
C
F
F
A
A
A
A
F
B
F
A
F
A
A
A
D
A
D
A
A
C
C
A
A
A
A
D
B
A
B
D
A
D
D
A

D
A
A
A
A
A
F
D
A
B
A
A
A
A
A
F
A
A
F
A
A
A
F
A
F
A
A
A
F
A
D
A
D
D
A
D
A
A
A
A
D
D
A
D
A
A
A
A
A
A
A
A
D
A
A
D
A
A
D
A
A
D
D
A
F
A
A
A
A
D
A
A
A
A
A
A
A
F
D
A
D
A
F
D
D
D
A
A
A
A
A
A
A
B
A
D

D
A
A
A
A
D
D
A
A
A
D
B
A
A
A
D
A
D
A
A

A
A
A
F
A
C
A
A
F
D
A
A
A
D
F
A
A
A
A
D
C
A
A


A
A
F
A
A
A
A
D
A
A
A

A
A

A
A

A
A
A


E

D

A
A
A
A
A
C
D
A
A
B
A
D
A
A
B
A
A
A
A
A
A

C
A
A
A
A
A
D
A
A
D
A
A

A
D

A
A
A
A
A
D
A
D
C
A
A
A
A
A
A
A
A
A
C
C




D
B
A
B

D
D


B














D

A
A
D
A
A
A
A

A
A
A
A
A
A

B
D
A
A
A
A
A
A
A
A
A
A
A
A
A
C
A
A
A
A
D

A
A
D
B
D
D
A
A
D
A
D
D
A
D
A
D
A
D
A
D
D
A
A
A
D
A
D
A
D
A
B
D
D
D
D
A
D
C
C
A
D
D
A
D
D
D
C
D
B
D
D
A
A
A
A
A
A
B
D
D
A
D
A
C
A
D
A
A
A
A
D
A
A
D
D
D
D
D
A
D
D
F
D
D
D
A
B
D
A
A
A
D
D
A
D
A
D
D
D
B
A
A
A
D
B
D
A
D
A
D
D
A
A
B
D
A
A
D









A


A



A














D
D







D
B
D
D
F


D

B
D
D
C
D
A
B
D
D
A
D
D
A
D



B

D

C
D



C








D





A
B
F
D








A
B
A
D
D
C
C
A
A
A
B
A
C
A
D
F
A
B
A
A
A
A
A
C
A
A
A
A
C
A
A
A
D
A
A
F
A
C
C

D
F
A
A
A
A
A
A

