QE_I01
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
B
A
A
A
A
A
B
A
B
B
A
A
A
A
A
A
A
A
B
E
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
A
B
A
A
A
B
A
B
A
A
A
A
A
A

C
A
E
A
A
A
A
A
A
A
A
A
A
A
E
A
A
A
B
E
A
E
A
A
A
A
B
A
A
A
A
A
B
A
A
B
B
A
A
A
B
B
A
A
A
A
A

B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
A
A
A
A
A
A
A
A
A
A
A
A
B
C
A
A
A
A
D
A
A
B
A
A

B
A
B
A
B
C
B
A
A


A
E
A
A
A
A
B
A
A
A
E
A
B
A
B
A
B
A
B
B
B
B
C
A
E
E
A
A
A
A
A
A
A
A
C
A
B
E
C
A
B
A
E
E
B
A
A
B
A

B
B
C
A
A
B
B
B
A
A
C
A
B
B
B
A
A
A
A
B
B
B
A
A
A
B
B
B
A
C

B
A
A
A
A
A
A
A
A
A
B
A
A
E
A
A
A
A
A
A
A
A
A
A
A



B
B

E
B
C


A

B
A
B
B

A
E
B
A
A
A
A
A
C
A

A
A
B
A
A

B
A
A
A
B
C
B
B
A
A
B
A
A
A
B
A
A
A
B
B
A
C
A
A
A
A
A
E
A
A
A
A
A
A
A
C
A
A
B
A
A
A
A
A
A
A
B
B
B
A
A
A
A
A
B
B
A
B
A
B
A
B
A
C
B
B
B
A

A
B
B
A
A
A
B
B
A
B
A
A
A
A
B
B
E
A
A
C
B
A
A

B
A
B
A
A
A
A
A
A
A
A
A
A
E
A
A
A
A
B
B
B
A
A
B
B
B
A
A
A
C
A
A
A
A
B
E
A
A
A
A
A
A
A
A
A
A
A
A
A
C
A
A
A
A
A
B

B
A
B
B
B
A
A
E
A
A
A
E
A
A
A
A
A
A
A
A
A
A
A
B
A
A
A
C
B
B
E
B
A
A
A
A
A
A
B
A
A
C
A
C
A
C
A
A
A
A
A
A
B
A
A
A
A
D
A
E
A
A
B


A
A
A
B
A
A
A
A
A
A
A
A
A
A
A
A
C
B
A
E
A
A
A
A
B
C
A
A
A
A
A

B
A
A
A
A
A
A
A
A
B
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
E
A
A
A
A
A
A
B
A
A
A
B
B
A
A
A
A
A
A
A
A
A
A
A
A
E
A
A
A
A
A
A
A
A
A
C
A
A
A
A
A
B
A
A
A
A
A
B
C
B
C
A
A
A
B
A
A
C
B
B
A
A
B
B
A
A
C
A
A
A
B
A
A
B
B
A
A
A
C
B
A
A
A
A

A
B
A
B
A
B
A
A
A
B
A
A
A
B
E
A
B
B
A
B
E
A
E
A
B
A
A
A
A
A
A
B
E
B
A
A

B
A
A
A
B

A
B
B

A

A
B
A
A
A
A
B
A
B
B

A
B
D
B
A
B
A
E
C
A
B
A
B
C
A
A
A
B
A
B
B
B
A

B
A
B

B
E
B
A
B
B
A
A
A
B
A
B

A
E
A
A
B
B
A
B
A
B
B
C
A
B
A
C
C
A
B
A
E
A
A
A

B

A
B
A
B
A
A

B
B
A
B
E
B
A
A
B
B
A
A
A
A
B
B
A
E
B
A
A
A
A
A
B
C
B
A
E
B
B

A
A
B
A
B
B
B
A
A
B
A
C
B
A
A
A
B
A
A
B
A
A
A
A
B
B
B
A
B
A
B
A
E
B
A
B
A
B
B
C
B
C
B
A
B
A
C
B
B
A
B
A
A
A
A
A
C
A
A
E
B
A
C
B
B
C
A
A
A
A
A
B

B
A
B
A
C
A
B

A
B
A
A
B
B
A
A
A
A
A
A
A
B
B
A
B
A
A
A
A
A
B
A
A
E
A
A
A
A
A
A
C
A
B
E
A
A
A
A
C
A
A
A
A
A

B
A
A
B
A
B
E
A
A
E
E
A
A
B
B
A
E
A
A
A
A
A
A
B
A
E
A
A
A
B
B
B
A
B
A
A
C
B
E
A
A
A
A
A
A
A
B
B
A
B
A

A
A
A
A
B
A
A
E
A
A
A

B
A
B
A
A
A
A
A
B
B
A
A
A
A
A
A
E
A
C
A
A
A
A
A
A
A
A
A
C
A
A
A
A
A
A
A
A
A
A
B
A
A
A
A
B

E
A
A
A

A
A
A
A
B
A
B
A
A
A
B
A
A
B
A
A
A
A
C
A
A
B



A


B
A
A
A
A
A
A
A
E
E
A
A
A
A
A
A
A
A
A
A
A
A
B
E
A
B
A
A
A
A
B
E
E
E
A
B
A
A
A
A
A
A
A
B
A
A
A
E
B
B
A
A
A
A
B
A
A
A
A
A
A
A
B
A
B
B
E
A
E
A
A
A
A
A
A
A
B
A
A
A
A
A
A
A
A
A
A
B
B
B
A
B
B
A
B
A
B
E
A
A

B
A
A
A
B
B
A
B
A
A
A
E
A
A
E
E
B

B
B
A
B
A
B
A
A
A
A
B
A
A
E
A
B
A
E
E
A
A
A
A

A
A
A

A

A
A
A
A
B
A
A
A
A
A

A
A
A
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A

A
A
A
A

A
C
A
A
B
A
B
B

A
A
A
A
A
A
A

A
A
B
A
A
A
E
A
B
B
A
A
A
A
A
A
A
B
A
A

A
B
A

A
A
A
A
B
A
A

A
A
A

B

A
A

A
A
C
A
A
A
B
E
A
A
A
A

A
A
B
A
B
B
A
A
A
A
A
A
A
A
